iter	Passed	Remaining
1497	616693	1441697
1498	616975	1440980
1499	617210	1440157
1500	617554	1439588
1501	617880	1438978
1502	618189	1438328
1503	618400	1437452
1504	618679	1436734
1505	618915	1435916
1506	619257	1435345
1507	619831	1435312
1508	620477	1435445
1509	620863	1434976
1510	621448	1434965
1511	621994	1434866
1512	622353	1434333
1513	622699	1433770
1514	623064	1433253
1515	623277	1432386
1516	623682	1431961
1517	624096	1431558
1518	624395	1430889
1519	624845	1430566
1520	625275	1430199
1521	625538	1429450
1522	625853	1428819
1523	626059	1427942
1524	626337	1427227
1525	626724	1426763
1526	627159	1426408
1527	627464	1425757
1528	627693	1424935
1529	627950	1424175
1530	628552	1424198
1531	628909	1423666
1532	629321	1423261
1533	629589	1422526
1534	630033	1422192
1535	630670	1422292
1536	631230	1422219
1537	631699	1421940
1538	632104	1421517
1539	632478	1421022
1540	632970	1420795
1541	633312	1420230
1542	633818	1420031
1543	634044	1419209
1544	634468	1418827
1545	635123	1418963
1546	635718	1418963
1547	636257	1418838
1548	636927	1419003
1549	637315	1418540
1550	637618	1417888
1551	638158	1417763
1552	638529	1417263
1553	638824	1416594
1554	639168	1416035
1555	639562	1415586
1556	640008	1415253
1557	640313	1414607
1558	640678	1414094
1559	640904	1413276
1560	641528	1413336
1561	642036	1413137
1562	642610	1413085
1563	643180	1413022
1564	643596	1412622
1565	644151	1412526
1566	644531	1412046
1567	644797	1411316
1568	645175	1410833
1569	645586	1410420
1570	645973	1409957
1571	646446	1409680
1572	647083	1409760
1573	647347	1409029
1574	647554	1408173
1575	648085	1408023
1576	648616	1407871
1577	649005	1407412
1578	649243	1406625
1579	649755	1406432
1580	650203	1406101
1581	650786	1406060
1582	651110	1405460
1583	651577	1405168
1584	651923	1404617
1585	652398	1404343
1586	652748	1403799
1587	653190	1403453
1588	653475	1402771
1589	653732	1402029
1590	654349	1402060
1591	654845	1401829
1592	655396	1401717
1593	655639	1400946
1594	656012	1400452
1595	656356	1399897
1596	656565	1399056
1597	657011	1398720
1598	657495	1398463
1599	658111	1398486
1600	658742	1398542
1601	659259	1398354
1602	659599	1397791
1603	659939	1397229
1604	660491	1397113
1605	660691	1396255
1606	661171	1395990
1607	661742	1395913
1608	662238	1395680
1609	662747	1395473
1610	663218	1395187
1611	663693	1394909
1612	664117	1394523
1613	664662	1394391
1614	665242	1394331
1615	665818	1394264
1616	666190	1393768
1617	666543	1393231
1618	666801	1392498
1619	667169	1391996
1620	667665	1391759
1621	668173	1391548
1622	668468	1390892
1623	668990	1390709
1624	669194	1389865
1625	669458	1389146
1626	669770	1388528
1627	670146	1388043
1628	670471	1387452
1629	670878	1387030
1630	671437	1386924
1631	671990	1386803
1632	672578	1386755
1633	672966	1386294
1634	673427	1385982
1635	673868	1385632
1636	674299	1385258
1637	674975	1385388
1638	675210	1384614
1639	675633	1384224
1640	675970	1383659
1641	676424	1383332
1642	676963	1383180
1643	677461	1382943
1644	678043	1382879
1645	678568	1382696
1646	679155	1382639
1647	679742	1382583
1648	680245	1382355
1649	680743	1382114
1650	681085	1381559
1651	681621	1381397
1652	681938	1380791
1653	682518	1380717
1654	683040	1380525
1655	683572	1380354
1656	683955	1379882
1657	684365	1379461
1658	684877	1379250
1659	685232	1378720
1660	685549	1378115
1661	685973	1377724
1662	686297	1377133
1663	686698	1376698
1664	687247	1376559
1665	687884	1376595
1666	688539	1376665
1667	689037	1376421
1668	689602	1376312
1669	690056	1375981
1670	690316	1375262
1671	690736	1374863
1672	691277	1374704
1673	691563	1374038
1674	691911	1373496
1675	692360	1373153
1676	692683	1372562
1677	692886	1371733
1678	693395	1371510
1679	693961	1371400
1680	694637	1371506
1681	695278	1371541
1682	695823	1371388
1683	696294	1371087
1684	696579	1370421
1685	696921	1369868
1686	697230	1369249
1687	697676	1368900
1688	698044	1368397
1689	698463	1367996
1690	698897	1367623
1691	699433	1367450
1692	699871	1367084
1693	700431	1366957
1694	700886	1366624
1695	701525	1366651
1696	701917	1366195
1697	702527	1366164
1698	702972	1365811
1699	703343	1365314
1700	703675	1364741
1701	704005	1364166
1702	704427	1363767
1703	704905	1363479
1704	705276	1362982
1705	705574	1362346
1706	705951	1361861
1707	706332	1361384
1708	706800	1361077
1709	707260	1360752
1710	707680	1360352
1711	708289	1360313
1712	708839	1360160
1713	709158	1359566
1714	709713	1359423
1715	710327	1359391
1716	710689	1358877
1717	711059	1358380
1718	711471	1357963
1719	711687	1357172
1720	712066	1356690
1721	712329	1355990
1722	712531	1355174
1723	713188	1355224
1724	713455	1354531
1725	713792	1353971
1726	714357	1353846
1727	714858	1353598
1728	715474	1353567
1729	715826	1353036
1730	716197	1352542
1731	716584	1352078
1732	716935	1351545
1733	717572	1351551
1734	717919	1351013
1735	718253	1350448
1736	718751	1350193
1737	719171	1349790
1738	719450	1349125
1739	719736	1348472
1740	720035	1347844
1741	720571	1347659
1742	720934	1347151
1743	721450	1346929
1744	721778	1346353
1745	722301	1346144
1746	722693	1345691
1747	723301	1345639
1748	723787	1345359
1749	724235	1345008
1750	724776	1344830
1751	725278	1344579
1752	725752	1344277
1753	726032	1343616
1754	726551	1343395
1755	727039	1343118
1756	727436	1342672
1757	728011	1342555
1758	728391	1342078
1759	728816	1341684
1760	729353	1341497
1761	729713	1340982
1762	730053	1340433
1763	730343	1339791
1764	730801	1339457
1765	731283	1339167
1766	731781	1338908
1767	732194	1338491
1768	732703	1338251
1769	732953	1337537
1770	733517	1337396
1771	733939	1336995
1772	734458	1336771
1773	734847	1336312
1774	735045	1335506
1775	735490	1335147
1776	736044	1334987
1777	736543	1334726
1778	736991	1334373
1779	737483	1334098
1780	737846	1333592
1781	738096	1332881
1782	738453	1332364
1783	738655	1331567
1784	739025	1331073
1785	739286	1330384
1786	739546	1329693
1787	739933	1329231
1788	740308	1328748
1789	740549	1328024
1790	741027	1327725
1791	741550	1327507
1792	742150	1327426
1793	742744	1327334
1794	743208	1327010
1795	743877	1327050
1796	744282	1326620
1797	744742	1326288
1798	745219	1325985
1799	745676	1325647
1800	746108	1325265
1801	746702	1325168
1802	747346	1325161
1803	747619	1324496
1804	747857	1323770
1805	748376	1323541
1806	748935	1323381
1807	749536	1323296
1808	749931	1322847
1809	750412	1322550
1810	750816	1322117
1811	751306	1321835
1812	751624	1321250
1813	752018	1320799
1814	752254	1320071
1815	752716	1319740
1816	753343	1319697
1817	754017	1319737
1818	754348	1319176
1819	754849	1318912
1820	755385	1318710
1821	755898	1318466
1822	756582	1318520
1823	757206	1318468
1824	757724	1318232
1825	758024	1317618
1826	758535	1317368
1827	758908	1316880
1828	759139	1316146
1829	759629	1315861
1830	760254	1315808
1831	760855	1315715
1832	761433	1315580
1833	761959	1315356
1834	762444	1315060
1835	762904	1314721
1836	763174	1314055
1837	763653	1313749
1838	763973	1313170
1839	764299	1312601
1840	764699	1312158
1841	765175	1311848
1842	765669	1311566
1843	766091	1311163
1844	766553	1310826
1845	767111	1310655
1846	767431	1310075
1847	767729	1309460
1848	767932	1308683
1849	768289	1308168
1850	768697	1307741
1851	769083	1307275
1852	769375	1306650
1853	769807	1306264
1854	770336	1306042
1855	770762	1305645
1856	771205	1305277
1857	771692	1304982
1858	772144	1304629
1859	772455	1304037
1860	772878	1303636
1861	773539	1303633
1862	774223	1303671
1863	774457	1302950
1864	775033	1302804
1865	775554	1302565
1866	776015	1302226
1867	776417	1301788
1868	776747	1301228
1869	777209	1300890
1870	777556	1300360
1871	777982	1299962
1872	778567	1299829
1873	779008	1299456
1874	779340	1298900
1875	779637	1298288
1876	780056	1297878
1877	780353	1297265
1878	780771	1296853
1879	781274	1296582
1880	781652	1296106
1881	782270	1296024
1882	782807	1295811
1883	783087	1295169
1884	783673	1295036
1885	784129	1294687
1886	784655	1294453
1887	784950	1293838
1888	785358	1293408
1889	785718	1292901
1890	786308	1292771
1891	786629	1292201
1892	787176	1292000
1893	787716	1291788
1894	788163	1291423
1895	788827	1291414
1896	789375	1291213
1897	789804	1290818
1898	790137	1290267
1899	790743	1290159
1900	791227	1289854
1901	791709	1289546
1902	792166	1289196
1903	792529	1288693
1904	792829	1288088
1905	793217	1287625
1906	793707	1287328
1907	794226	1287080
1908	794641	1286662
1909	795138	1286375
1910	795726	1286237
1911	796039	1285653
1912	796411	1285166
1913	797102	1285192
1914	797673	1285024
1915	798161	1284722
1916	798664	1284446
1917	799055	1283988
1918	799605	1283785
1919	800109	1283508
1920	800598	1283208
1921	800863	1282548
1922	801355	1282252
1923	801939	1282102
1924	802542	1281983
1925	803126	1281833
1926	803561	1281444
1927	803909	1280917
1928	804417	1280645
1929	804869	1280285
1930	805405	1280056
1931	805934	1279817
1932	806293	1279308
1933	806615	1278740
1934	806913	1278134
1935	807184	1277486
1936	807427	1276794
1937	807872	1276422
1938	808221	1275897
1939	808626	1275462
1940	808941	1274885
1941	809226	1274260
1942	809575	1273736
1943	810223	1273685
1944	810647	1273279
1945	811156	1273006
1946	811386	1272297
1947	811977	1272154
1948	812554	1271987
1949	813044	1271684
1950	813518	1271357
1951	813789	1270711
1952	814138	1270189
1953	814562	1269783
1954	814957	1269333
1955	815673	1269381
1956	816196	1269129
1957	816751	1268926
1958	817346	1268784
1959	817799	1268424
1960	818153	1267908
1961	818598	1267534
1962	818874	1266898
1963	819395	1266642
1964	819710	1266066
1965	820089	1265590
1966	820457	1265098
1967	820906	1264730
1968	821313	1264296
1969	821835	1264041
1970	822366	1263799
1971	822924	1263597
1972	823402	1263273
1973	823997	1263129
1974	824502	1262845
1975	825039	1262610
1976	825283	1261928
1977	825606	1261366
1978	825929	1260805
1979	826347	1260388
1980	826806	1260035
1981	827179	1259550
1982	827721	1259321
1983	828278	1259117
1984	828798	1258855
1985	829384	1258693
1986	829885	1258402
1987	830242	1257893
1988	830595	1257376
1989	831091	1257078
1990	831635	1256850
1991	831971	1256309
1992	832478	1256028
1993	832737	1255370
1994	833019	1254748
1995	833269	1254078
1996	833776	1253795
1997	834431	1253735
1998	834780	1253215
1999	835307	1252960
2000	835641	1252417
2001	836211	1252228
2002	836796	1252061
2003	837187	1251603
2004	837481	1251000
2005	838032	1250782
2006	838526	1250478
2007	838937	1250050
2008	839606	1250006
2009	840258	1249936
2010	840489	1249240
2011	841082	1249082
2012	841595	1248805
2013	842151	1248592
2014	842568	1248171
2015	842862	1247569
2016	843265	1247129
2017	843572	1246548
2018	844087	1246273
2019	844361	1245641
2020	844767	1245205
2021	845174	1244771
2022	845523	1244252
2023	846070	1244024
2024	846598	1243767
2025	846993	1243315
2026	847459	1242967
2027	847870	1242540
2028	848253	1242070
2029	848634	1241598
2030	848962	1241048
2031	849398	1240657
2032	849678	1240038
2033	850105	1239633
2034	850476	1239145
2035	850847	1238660
2036	851376	1238403
2037	851793	1237985
2038	852074	1237367
2039	852470	1236918
2040	852872	1236477
2041	853101	1235785
2042	853389	1235179
2043	853665	1234557
2044	854068	1234118
2045	854548	1233790
2046	854977	1233389
2047	855393	1232969
2048	855805	1232543
2049	856332	1232283
2050	856830	1231981
2051	857312	1231655
2052	857850	1231409
2053	858306	1231046
2054	858573	1230413
2055	858818	1229748
2056	859047	1229060
2057	859282	1228382
2058	859559	1227762
2059	860034	1227427
2060	860431	1226980
2061	860704	1226357
2062	861176	1226017
2063	861438	1225379
2064	861716	1224764
2065	862276	1224548
2066	862662	1224087
2067	863204	1223846
2068	863701	1223542
2069	864273	1223343
2070	864616	1222820
2071	865185	1222616
2072	865590	1222181
2073	866333	1222223
2074	866752	1221807
2075	867107	1221301
2076	867632	1221034
2077	868035	1220595
2078	868543	1220306
2079	868995	1219935
2080	869404	1219505
2081	869742	1218976
2082	870072	1218435
2083	870768	1218407
2084	871229	1218050
2085	871873	1217948
2086	872584	1217938
2087	873242	1217854
2088	873791	1217619
2089	874445	1217529
2090	874784	1217001
2091	875373	1216819
2092	875824	1216445
2093	876425	1216281
2094	876791	1215789
2095	877250	1215426
2096	877664	1215002
2097	877981	1214443
2098	878479	1214134
2099	878988	1213841
2100	879540	1213606
2101	880017	1213269
2102	880459	1212882
2103	880719	1212245
2104	881096	1211768
2105	881316	1211078
2106	881598	1210472
2107	881884	1209872
2108	882175	1209279
2109	882403	1208599
2110	882796	1208147
2111	883116	1207595
2112	883467	1207085
2113	883925	1206721
2114	884404	1206386
2115	885019	1206236
2116	885577	1206008
2117	886253	1205940
2118	886482	1205265
2119	886972	1204943
2120	887271	1204363
2121	887684	1203937
2122	888075	1203482
2123	888474	1203038
2124	888872	1202592
2125	889190	1202038
2126	889500	1201474
2127	889995	1201159
2128	890530	1200898
2129	890752	1200215
2130	891205	1199844
2131	891475	1199226
2132	891766	1198637
2133	892089	1198091
2134	892642	1197855
2135	893323	1197789
2136	893880	1197557
2137	894184	1196985
2138	894487	1196413
2139	895138	1196306
2140	895769	1196171
2141	896354	1195976
2142	896746	1195522
2143	897264	1195236
2144	897754	1194913
2145	898394	1194788
2146	898793	1194344
2147	899164	1193863
2148	899727	1193635
2149	900471	1193648
2150	900808	1193121
2151	901116	1192555
2152	901573	1192187
2153	902150	1191977
2154	902647	1191661
2155	903095	1191281
2156	903477	1190814
2157	903958	1190476
2158	904345	1190016
2159	904752	1189582
2160	905087	1189052
2161	905412	1188510
2162	905822	1188080
2163	906194	1187600
2164	906658	1187241
2165	907066	1186808
2166	907573	1186504
2167	908132	1186268
2168	908526	1185817
2169	908814	1185228
2170	909038	1184555
2171	909391	1184050
2172	909753	1183558
2173	910361	1183386
2174	910833	1183037
2175	911290	1182667
2176	911509	1181989
2177	911813	1181422
2178	912317	1181114
2179	912689	1180634
2180	913218	1180358
2181	913670	1179983
2182	914142	1179633
2183	914571	1179227
2184	915192	1179069
2185	915596	1178631
2186	916057	1178266
2187	916463	1177831
2188	916979	1177536
2189	917430	1177160
2190	917781	1176653
2191	918495	1176613
2192	918936	1176222
2193	919417	1175881
2194	920108	1175811
2195	920636	1175530
2196	921008	1175051
2197	921439	1174646
2198	921919	1174305
2199	922422	1173992
2200	922785	1173501
2201	923159	1173025
2202	923874	1172981
2203	924345	1172627
2204	924944	1172434
2205	925420	1172087
2206	925769	1171578
2207	926368	1171386
2208	926794	1170975
2209	927176	1170507
2210	927543	1170022
2211	927897	1169520
2212	928575	1169426
2213	929142	1169191
2214	929546	1168752
2215	929975	1168344
2216	930390	1167919
2217	930875	1167581
2218	931443	1167347
2219	931868	1166934
2220	932266	1166486
2221	932582	1165938
2222	933098	1165638
2223	933632	1165361
2224	934060	1164951
2225	934493	1164548
2226	934949	1164173
2227	935325	1163699
2228	935718	1163246
2229	936177	1162875
2230	936764	1162662
2231	937267	1162346
2232	938055	1162381
2233	938727	1162273
2234	939274	1162011
2235	939701	1161599
2236	940015	1161047
2237	940399	1160582
2238	940920	1160285
2239	941271	1159781
2240	941628	1159282
2241	942039	1158851
2242	942541	1158531
2243	943177	1158376
2244	943761	1158156
2245	944094	1157629
2246	944406	1157076
2247	944761	1156575
2248	945079	1156031
2249	945419	1155512
2250	945794	1155037
2251	946108	1154487
2252	946543	1154086
2253	947032	1153749
2254	947270	1153107
2255	947475	1152426
2256	947711	1151781
2257	948262	1151521
2258	948637	1151047
2259	949228	1150834
2260	949562	1150310
2261	949805	1149676
2262	950230	1149262
2263	950641	1148832
2264	950917	1148238
2265	951468	1147975
2266	951980	1147667
2267	952394	1147240
2268	952947	1146980
2269	953395	1146594
2270	953936	1146320
2271	954560	1146144
2272	954920	1145652
2273	955142	1144995
2274	955467	1144460
2275	955963	1144132
2276	956376	1143703
2277	956783	1143268
2278	957203	1142848
2279	957753	1142582
2280	958156	1142143
2281	958696	1141865
2282	959197	1141541
2283	959622	1141127
2284	959964	1140614
2285	960520	1140355
2286	960760	1139721
2287	961045	1139141
2288	961449	1138702
2289	961862	1138274
2290	962358	1137943
2291	963091	1137893
2292	963445	1137394
2293	963872	1136983
2294	964186	1136437
2295	964415	1135792
2296	964840	1135378
2297	965400	1135123
2298	965962	1134869
2299	966528	1134620
2300	967090	1134366
2301	967398	1133814
2302	967897	1133486
2303	968370	1133128
2304	968682	1132581
2305	968923	1131951
2306	969403	1131601
2307	969614	1130936
2308	969937	1130403
2309	970229	1129833
2310	970709	1129483
2311	971154	1129092
2312	971601	1128703
2313	971875	1128115
2314	972410	1127828
2315	972877	1127463
2316	973204	1126934
2317	973410	1126266
2318	973975	1126014
2319	974331	1125520
2320	974831	1125193
2321	975363	1124902
2322	975846	1124554
2323	976167	1124021
2324	976609	1123626
2325	977064	1123246
2326	977445	1122781
2327	977938	1122444
2328	978559	1122255
2329	979128	1122005
2330	979654	1121706
2331	980299	1121543
2332	980923	1121355
2333	981454	1121061
2334	981907	1120678
2335	982598	1120566
2336	983025	1120152
2337	983392	1119671
2338	983951	1119407
2339	984360	1118973
2340	984892	1118680
2341	985446	1118410
2342	985787	1117899
2343	986195	1117463
2344	986463	1116870
2345	987118	1116714
2346	987599	1116361
2347	988249	1116199
2348	988706	1115820
2349	989128	1115400
2350	989597	1115033
2351	989979	1114568
2352	990564	1114332
2353	991010	1113939
2354	991356	1113434
2355	991935	1113190
2356	992523	1112956
2357	993045	1112649
2358	993346	1112092
2359	993668	1111560
2360	993963	1110999
2361	994564	1110779
2362	995071	1110453
2363	995673	1110234
2364	996071	1109788
2365	996471	1109343
2366	997043	1109089
2367	997584	1108802
2368	998172	1108565
2369	998459	1107994
2370	998981	1107685
2371	999475	1107345
2372	999827	1106846
2373	1000249	1106426
2374	1000671	1106004
2375	1001065	1105553
2376	1001430	1105070
2377	1001843	1104639
2378	1002139	1104080
2379	1002449	1103537
2380	1002688	1102915
2381	1002960	1102330
2382	1003185	1101693
2383	1003506	1101162
2384	1003943	1100760
2385	1004281	1100248
2386	1004548	1099658
2387	1005028	1099302
2388	1005473	1098908
2389	1005999	1098602
2390	1006395	1098154
2391	1006988	1097920
2392	1007492	1097589
2393	1007904	1097158
2394	1008432	1096854
2395	1008627	1096187
2396	1009186	1095916
2397	1009697	1095593
2398	1010284	1095352
2399	1010851	1095089
2400	1011253	1094646
2401	1011627	1094174
2402	1012023	1093726
2403	1012342	1093194
2404	1012761	1092771
2405	1013427	1092614
2406	1014043	1092402
2407	1014569	1092094
2408	1014811	1091480
2409	1015108	1090926
2410	1015655	1090639
2411	1016134	1090280
2412	1016668	1089979
2413	1017210	1089687
2414	1017661	1089297
2415	1018047	1088838
2416	1018624	1088584
2417	1019122	1088244
2418	1019617	1087900
2419	1020067	1087510
2420	1020401	1086995
2421	1020930	1086688
2422	1021344	1086258
2423	1021941	1086023
2424	1022558	1085809
2425	1023021	1085431
2426	1023557	1085130
2427	1024060	1084796
2428	1024272	1084152
2429	1024824	1083867
2430	1025446	1083658
2431	1025718	1083078
2432	1026162	1082679
2433	1026639	1082315
2434	1027083	1081917
2435	1027632	1081629
2436	1027943	1081091
2437	1028359	1080663
2438	1028742	1080201
2439	1029326	1079948
2440	1029594	1079366
2441	1029919	1078842
2442	1030339	1078418
2443	1030669	1077901
2444	1031306	1077705
2445	1031600	1077149
2446	1031946	1076648
2447	1032493	1076357
2448	1033140	1076170
2449	1033651	1075841
2450	1034253	1075606
2451	1034780	1075294
2452	1035187	1074856
2453	1035650	1074477
2454	1036402	1074397
2455	1036952	1074107
2456	1037360	1073670
2457	1037696	1073159
2458	1038141	1072759
2459	1038601	1072377
2460	1039149	1072084
2461	1039513	1071602
2462	1040165	1071416
2463	1040523	1070928
2464	1040933	1070493
2465	1041284	1069997
2466	1041640	1069507
2467	1042013	1069035
2468	1042459	1068637
2469	1043184	1068524
2470	1043734	1068233
2471	1044156	1067810
2472	1044453	1067260
2473	1044961	1066924
2474	1045333	1066451
2475	1045636	1065907
2476	1046047	1065473
2477	1046263	1064841
2478	1046741	1064476
2479	1047204	1064095
2480	1047908	1063958
2481	1048426	1063633
2482	1048877	1063239
2483	1049135	1062651
2484	1049432	1062101
2485	1049715	1061538
2486	1050100	1061078
2487	1050496	1060630
2488	1050814	1060102
2489	1051104	1059546
2490	1051358	1058955
2491	1051736	1058489
2492	1052030	1057938
2493	1052263	1057326
2494	1052481	1056699
2495	1052932	1056307
2496	1053474	1056006
2497	1054102	1055790
2498	1054647	1055491
2499	1055111	1055111
2500	1055352	1054508
2501	1055587	1053900
2502	1055864	1053333
2503	1056550	1053174
2504	1057197	1052977
2505	1057739	1052674
2506	1058355	1052445
2507	1058781	1052026
2508	1059315	1051716
2509	1059745	1051301
2510	1060180	1050891
2511	1060608	1050475
2512	1060967	1049990
2513	1061403	1049581
2514	1061743	1049078
2515	1062251	1048741
2516	1062774	1048418
2517	1063229	1048028
2518	1063475	1047433
2519	1063785	1046899
2520	1064512	1046777
2521	1064776	1046199
2522	1065077	1045658
2523	1065441	1045179
2524	1065773	1044669
2525	1066160	1044212
2526	1066338	1043551
2527	1066830	1043197
2528	1067352	1042874
2529	1067696	1042376
2530	1068032	1041869
2531	1068760	1041745
2532	1069247	1041387
2533	1069723	1041017
2534	1070305	1040750
2535	1070805	1040403
2536	1071314	1040065
2537	1071851	1039755
2538	1072309	1039367
2539	1072799	1039010
2540	1073095	1038466
2541	1073409	1037938
2542	1074001	1037680
2543	1074334	1037171
2544	1074824	1036814
2545	1075163	1036312
2546	1075527	1035834
2547	1075916	1035380
2548	1076280	1034901
2549	1076808	1034580
2550	1077042	1033977
2551	1077291	1033389
2552	1077535	1032796
2553	1077755	1032180
2554	1078114	1031698
2555	1078580	1031319
2556	1079033	1030926
2557	1079505	1030552
2558	1079968	1030169
2559	1080380	1029737
2560	1080669	1029189
2561	1080982	1028663
2562	1081678	1028501
2563	1082287	1028257
2564	1082575	1027708
2565	1082967	1027257
2566	1083559	1026996
2567	1084074	1026662
2568	1084478	1026223
2569	1084985	1025881
2570	1085374	1025427
2571	1085817	1025024
2572	1086178	1024545
2573	1086688	1024206
2574	1087112	1023785
2575	1087530	1023359
2576	1087825	1022817
2577	1088273	1022420
2578	1088579	1021888
2579	1089223	1021675
2580	1089655	1021261
2581	1090219	1020972
2582	1090705	1020609
2583	1091152	1020210
2584	1091709	1019914
2585	1092038	1019405
2586	1092448	1018970
2587	1092712	1018401
2588	1093050	1017900
2589	1093405	1017415
2590	1093778	1016948
2591	1094375	1016688
2592	1094832	1016298
2593	1095337	1015953
2594	1095755	1015527
2595	1096204	1015129
2596	1096575	1014659
2597	1097078	1014311
2598	1097380	1013778
2599	1097841	1013392
2600	1098337	1013038
2601	1098779	1012633
2602	1099182	1012193
2603	1099658	1011821
2604	1100247	1011551
2605	1100645	1011107
2606	1101094	1010708
2607	1101516	1010286
2608	1101766	1009706
2609	1102192	1009287
2610	1102601	1008852
2611	1103075	1008477
2612	1103398	1007964
2613	1103617	1007356
2614	1103866	1006777
2615	1104235	1006306
2616	1104568	1005802
2617	1104823	1005229
2618	1105324	1004879
2619	1105647	1004366
2620	1106076	1003951
2621	1106467	1003500
2622	1106766	1002967
2623	1107273	1002622
2624	1107780	1002277
2625	1108320	1001961
2626	1108799	1001591
2627	1109108	1001067
2628	1109632	1000737
2629	1110200	1000446
2630	1110732	1000123
2631	1111152	999699
2632	1111533	999240
2633	1111873	998744
2634	1112284	998312
2635	1112856	998024
2636	1113161	997497
2637	1113785	997255
2638	1114250	996872
2639	1114860	996617
2640	1115208	996128
2641	1115675	995746
2642	1115947	995190
2643	1116402	994797
2644	1116861	994407
2645	1117350	994044
2646	1117778	993627
2647	1118394	993377
2648	1118891	993021
2649	1119227	992522
2650	1119556	992017
2651	1120082	991687
2652	1120471	991235
2653	1120906	990824
2654	1121168	990260
2655	1121473	989734
2656	1121684	989125
2657	1121921	988540
2658	1122197	987989
2659	1122418	987390
2660	1122711	986855
2661	1123412	986678
2662	1123633	986079
2663	1123920	985539
2664	1124123	984926
2665	1124505	984469
2666	1124858	983987
2667	1125582	983829
2668	1126286	983654
2669	1126814	983324
2670	1127176	982850
2671	1127714	982530
2672	1128071	982050
2673	1128540	981670
2674	1129044	981319
2675	1129658	981063
2676	1130196	980742
2677	1130983	980636
2678	1131519	980312
2679	1131965	979910
2680	1132305	979417
2681	1132620	978902
2682	1133036	978474
2683	1133545	978126
2684	1134058	977781
2685	1134520	977394
2686	1134902	976936
2687	1135354	976540
2688	1135739	976085
2689	1136249	975738
2690	1136759	975390
2691	1137238	975017
2692	1137768	974687
2693	1138210	974281
2694	1138477	973725
2695	1138784	973204
2696	1138979	972587
2697	1139355	972125
2698	1139625	971573
2699	1140132	971223
2700	1140652	970884
2701	1141148	970525
2702	1141602	970129
2703	1142109	969779
2704	1142835	969614
2705	1143171	969118
2706	1143717	968801
2707	1144031	968286
2708	1144485	967890
2709	1144944	967499
2710	1145448	967145
2711	1145865	966718
2712	1146307	966312
2713	1146636	965810
2714	1147058	965387
2715	1147575	965044
2716	1147905	964544
2717	1148353	964143
2718	1148899	963824
2719	1149422	963486
2720	1149938	963141
2721	1150217	962599
2722	1150510	962068
2723	1151072	961762
2724	1151671	961486
2725	1152238	961185
2726	1152738	960826
2727	1153035	960299
2728	1153530	959936
2729	1154099	959636
2730	1154439	959144
2731	1154965	958807
2732	1155434	958423
2733	1156017	958132
2734	1156422	957695
2735	1156840	957268
2736	1157393	956953
2737	1157997	956679
2738	1158381	956225
2739	1158623	955653
2740	1159055	955237
2741	1159584	954901
2742	1160071	954531
2743	1160403	954034
2744	1160756	953553
2745	1161360	953279
2746	1161947	952991
2747	1162512	952685
2748	1163157	952443
2749	1163711	952127
2750	1164309	951846
2751	1164709	951405
2752	1165168	951011
2753	1165543	950548
2754	1166217	950329
2755	1166544	949827
2756	1167177	949575
2757	1167675	949212
2758	1168164	948842
2759	1168758	948557
2760	1169256	948194
2761	1169578	947688
2762	1169829	947126
2763	1170369	946796
2764	1170907	946466
2765	1171483	946165
2766	1171837	945685
2767	1172175	945193
2768	1172572	944748
2769	1172841	944200
2770	1173284	943793
2771	1173630	943307
2772	1174260	943050
2773	1174608	942566
2774	1175228	942299
2775	1175641	941868
2776	1176164	941524
2777	1176431	940975
2778	1176983	940655
2779	1177600	940386
2780	1177964	939915
2781	1178552	939622
2782	1178871	939115
2783	1179215	938628
2784	1179519	938109
2785	1179835	937600
2786	1180066	937024
2787	1180642	936721
2788	1181116	936338
2789	1181524	935902
2790	1181801	935363
2791	1182097	934839
2792	1182501	934400
2793	1182836	933907
2794	1183264	933488
2795	1183623	933013
2796	1183999	932552
2797	1184341	932065
2798	1184698	931590
2799	1185189	931220
2800	1185434	930656
2801	1185812	930198
2802	1186210	929755
2803	1186538	929257
2804	1186953	928827
2805	1187446	928459
2806	1187899	928060
2807	1188206	927545
2808	1188591	927092
2809	1188938	926610
2810	1189516	926308
2811	1190112	926019
2812	1190637	925675
2813	1191024	925224
2814	1191497	924838
2815	1191979	924461
2816	1192377	924018
2817	1192893	923666
2818	1193571	923440
2819	1194110	923106
2820	1194705	922815
2821	1195162	922418
2822	1195768	922135
2823	1196327	921816
2824	1196795	921426
2825	1197373	921121
2826	1197880	920762
2827	1198373	920391
2828	1198874	920027
2829	1199418	919695
2830	1200036	919420
2831	1200640	919134
2832	1201235	918841
2833	1201816	918537
2834	1202470	918288
2835	1202906	917873
2836	1203273	917406
2837	1203701	916984
2838	1203993	916459
2839	1204645	916209
2840	1204855	915622
2841	1205332	915238
2842	1205809	914854
2843	1206427	914577
2844	1206818	914127
2845	1207385	913812
2846	1207719	913319
2847	1208227	912958
2848	1208819	912660
2849	1209333	912304
2850	1209778	911895
2851	1210219	911483
2852	1210913	911262
2853	1211426	910904
2854	1212038	910620
2855	1212619	910313
2856	1212851	909744
2857	1213324	909356
2858	1213818	908983
2859	1214347	908637
2860	1214807	908239
2861	1215169	907768
2862	1215440	907228
2863	1215985	906894
2864	1216476	906518
2865	1216979	906152
2866	1217432	905749
2867	1217647	905168
2868	1217964	904664
2869	1218295	904170
