iter	RMSE
226	3.626637901
227	3.624404758
228	3.622205625
229	3.618342869
230	3.616560737
231	3.61407431
232	3.613246143
233	3.609174766
234	3.607406253
235	3.606951237
236	3.604730163
237	3.604236667
238	3.600275505
239	3.599077253
240	3.598067904
241	3.596895294
242	3.593751579
243	3.590464454
244	3.586334415
245	3.581164206
246	3.575966054
247	3.575448496
248	3.572533404
249	3.571654277
250	3.571300053
251	3.571006073
252	3.570227703
253	3.569161975
254	3.565079002
255	3.56236099
256	3.561975295
257	3.561306224
258	3.560995938
259	3.560737792
260	3.559985952
261	3.559832921
262	3.559603316
263	3.559187025
264	3.558754966
265	3.555484118
266	3.555300526
267	3.555154467
268	3.552213637
269	3.55183653
270	3.551679469
271	3.551524718
272	3.551389658
273	3.551294737
274	3.548101423
275	3.545939483
276	3.543060519
277	3.542170253
278	3.542031288
279	3.539479539
280	3.539037659
281	3.537615805
282	3.535572995
283	3.535404656
284	3.535377772
285	3.534171555
286	3.532437613
287	3.532185995
288	3.529466496
289	3.52467104
290	3.524550563
291	3.523477151
292	3.523240282
293	3.521439765
294	3.519634441
295	3.519094401
296	3.516093574
297	3.515247484
298	3.511623476
299	3.510127496
300	3.508616328
301	3.508589495
302	3.506819112
303	3.505006332
304	3.501748721
305	3.499562837
306	3.496697143
307	3.493063432
308	3.491943513
309	3.491106647
310	3.489199528
311	3.489175631
312	3.48902506
313	3.489002184
314	3.488980279
315	3.486312907
316	3.485484695
317	3.484525304
318	3.481958976
319	3.481937108
320	3.481916129
321	3.480546303
322	3.47863177
323	3.475873081
324	3.475610687
325	3.475587158
326	3.475385897
327	3.475363208
328	3.474496583
329	3.471697011
330	3.469616479
331	3.468080942
332	3.466466776
333	3.465432791
334	3.463723158
335	3.458907882
336	3.458802551
337	3.455749652
338	3.454965926
339	3.451751532
340	3.449989637
341	3.448395315
342	3.446038688
343	3.444506831
344	3.443821906
345	3.443722461
346	3.441160332
347	3.438427204
348	3.438260069
349	3.436723101
350	3.436206466
351	3.436123672
352	3.434700579
353	3.433752231
354	3.432457098
355	3.430840741
356	3.429491413
357	3.427167812
358	3.42537492
359	3.421153366
360	3.420627693
361	3.417912115
362	3.416457974
363	3.413822787
364	3.410659413
365	3.40943333
366	3.407797291
367	3.404806771
368	3.402334127
369	3.40229442
370	3.402121654
371	3.40096436
372	3.398701989
373	3.396037413
374	3.394745137
375	3.390188697
376	3.388209892
377	3.38586484
378	3.384508985
379	3.382227868
380	3.38151004
381	3.380749702
382	3.380460945
383	3.378799716
384	3.376126915
385	3.375029597
386	3.373648479
387	3.372671126
388	3.372640617
389	3.3721385
390	3.371949236
391	3.371756829
392	3.370707557
393	3.370103562
394	3.368772353
395	3.368664267
396	3.364071503
397	3.364042332
398	3.363369628
399	3.362363252
400	3.362062186
401	3.36073525
402	3.360279451
403	3.357000782
404	3.356272989
405	3.353169517
406	3.350836012
407	3.349852182
408	3.349236065
409	3.34809706
410	3.347896005
411	3.347000029
412	3.345448298
413	3.343895966
414	3.340675386
415	3.339815034
416	3.339392935
417	3.338283788
418	3.336549552
419	3.334215482
420	3.333256526
421	3.333238539
422	3.33322148
423	3.331281102
424	3.329183416
425	3.327988794
426	3.325654831
427	3.323802351
428	3.323145327
429	3.322695894
430	3.322678303
431	3.321808243
432	3.321113636
433	3.321095519
434	3.320965418
435	3.320239455
436	3.319137435
437	3.317459234
438	3.316091565
439	3.315034325
440	3.312695107
441	3.31175522
442	3.308913254
443	3.307957939
444	3.307317261
445	3.307102587
446	3.306024261
447	3.305833773
448	3.305763392
449	3.304812647
450	3.300950624
451	3.300750037
452	3.299777988
453	3.299462071
454	3.298602879
455	3.298209622
456	3.296903273
457	3.2967085
458	3.293452295
459	3.291635551
460	3.287976277
461	3.287104233
462	3.28525384
463	3.284851774
464	3.284063837
465	3.283292258
466	3.278579011
467	3.27783852
468	3.276900323
469	3.276773015
470	3.273904505
471	3.273129472
472	3.271744207
473	3.270938898
474	3.270130128
475	3.26871827
476	3.268467065
477	3.266644845
478	3.265876383
479	3.265230677
480	3.262244415
481	3.261146937
482	3.261005729
483	3.258655719
484	3.258332216
485	3.25822045
486	3.257230596
487	3.256429769
488	3.256310307
489	3.254782362
490	3.253905391
491	3.253414401
492	3.252194099
493	3.252028625
494	3.251020167
495	3.250837724
496	3.249580877
497	3.249333675
498	3.247478291
499	3.247106584
500	3.24593967
501	3.244868635
502	3.244400547
503	3.243214122
504	3.242553485
505	3.241866214
506	3.241691922
507	3.23752573
508	3.23706059
509	3.234699251
510	3.232897411
511	3.231802236
512	3.230905868
513	3.225865589
514	3.224747332
515	3.224550792
516	3.222445371
517	3.220615318
518	3.219149861
519	3.218207908
520	3.216470796
521	3.215727051
522	3.211309276
523	3.210836478
524	3.210087837
525	3.206162479
526	3.205061064
527	3.204459689
528	3.203773612
529	3.20361953
530	3.202755652
531	3.199173238
532	3.19877802
533	3.198545327
534	3.197515731
535	3.197254266
536	3.196135046
537	3.196055489
538	3.195383759
539	3.195211348
540	3.194816933
541	3.193494372
542	3.192716285
543	3.191488519
544	3.19114433
545	3.189989123
546	3.189833535
547	3.189280887
548	3.186649065
549	3.186412624
550	3.185209974
551	3.185195848
552	3.184651609
553	3.183686246
554	3.182895975
555	3.181896908
556	3.180851979
557	3.180778597
558	3.180635971
559	3.180508413
560	3.180029227
561	3.179915169
562	3.179789652
563	3.178719977
564	3.178167453
565	3.177879371
566	3.177390117
567	3.177316624
568	3.177269229
569	3.176261209
570	3.176067544
571	3.175328546
572	3.175033835
573	3.173994255
574	3.173749818
575	3.173533913
576	3.172942404
577	3.172781458
578	3.172512939
579	3.171916634
580	3.171162919
581	3.17090473
582	3.169753031
583	3.169648591
584	3.169030487
585	3.168206605
586	3.168055067
587	3.167752019
588	3.167570837
589	3.166385481
590	3.165778723
591	3.165429504
592	3.16538767
593	3.165096692
594	3.164915684
595	3.164891159
596	3.164278883
597	3.163051063
598	3.16278309
599	3.162110891
600	3.161465861
601	3.160609042
602	3.160489052
603	3.160273452
604	3.159896597
605	3.159742037
606	3.158567558
607	3.157389107
608	3.155682585
609	3.154731994
610	3.154477217
611	3.153797003
612	3.153368672
613	3.152605667
614	3.152011609
615	3.151908771
616	3.151729092
617	3.151072048
618	3.150980912
619	3.150842709
620	3.150353038
621	3.150331521
622	3.150127425
623	3.148868995
624	3.148849736
625	3.148168871
626	3.147142889
627	3.146773064
628	3.146476217
629	3.146225802
630	3.146198989
631	3.146095478
632	3.143711698
633	3.142768041
634	3.141598542
635	3.141169105
636	3.141168941
637	3.141168794
638	3.14071407
639	3.14071393
640	3.139673432
641	3.139657871
642	3.13917111
643	3.138852139
644	3.138760977
645	3.138746989
646	3.138070923
647	3.137021586
648	3.136525307
649	3.135996292
650	3.13586797
651	3.135703198
652	3.135690475
653	3.134116753
654	3.133714598
655	3.133104215
656	3.132187541
657	3.130913572
658	3.12983087
659	3.128848705
660	3.128495027
661	3.127845796
662	3.12758954
663	3.127352217
664	3.12683799
665	3.126811975
666	3.126642924
667	3.125649136
668	3.125212918
669	3.124387664
670	3.1233836
671	3.123267482
672	3.123026454
673	3.122551921
674	3.12190415
675	3.121660546
676	3.121125137
677	3.121019914
678	3.117389068
679	3.116724952
680	3.115588448
681	3.112519599
682	3.112240508
683	3.111574926
684	3.110874294
685	3.11082544
686	3.110593998
687	3.109862781
688	3.109723367
689	3.107969263
690	3.107266575
691	3.106507637
692	3.106030521
693	3.105717635
694	3.105009204
695	3.104613016
696	3.102741539
697	3.101804043
698	3.101669086
699	3.101499395
700	3.101367292
701	3.10119937
702	3.100698143
703	3.100349632
704	3.100177625
705	3.100047967
706	3.099791846
707	3.099654464
708	3.09879633
709	3.098667821
710	3.098283088
711	3.098176998
712	3.097744677
713	3.097545221
714	3.097545119
715	3.097025286
716	3.096875861
717	3.096588978
718	3.096152566
719	3.095463907
720	3.095419773
721	3.094501741
722	3.093152141
723	3.092174205
724	3.090495096
725	3.090343853
726	3.088776844
727	3.088627387
728	3.08681622
729	3.085200245
730	3.084949047
731	3.084752078
732	3.083879433
733	3.083590365
734	3.081354127
735	3.081271887
736	3.081179436
737	3.080937012
738	3.080240899
739	3.080082866
740	3.079952718
741	3.079535831
742	3.078664964
743	3.078664792
744	3.078543457
745	3.077354222
746	3.07695897
747	3.076958804
748	3.07624355
749	3.076104424
750	3.075742176
751	3.075086598
752	3.073621899
753	3.072458289
754	3.07061679
755	3.070020208
756	3.069516108
757	3.069474054
758	3.069281147
759	3.067695975
760	3.065384198
761	3.064934234
762	3.064823985
763	3.064686413
764	3.064331619
765	3.064169636
766	3.063404575
767	3.062432973
768	3.062432914
769	3.062432854
770	3.062432805
771	3.062082729
772	3.06182604
773	3.061192354
774	3.0609977
775	3.060997659
776	3.058868655
777	3.057688486
778	3.057513444
779	3.056075916
780	3.055899398
781	3.053623315
782	3.053431855
783	3.051971403
784	3.050770592
785	3.049870495
786	3.048474612
787	3.048120173
788	3.047874498
789	3.047570794
790	3.04749666
791	3.047440244
792	3.046876603
793	3.046067629
794	3.045261885
795	3.044932916
796	3.044255534
797	3.044079679
798	3.043901872
799	3.043187546
800	3.042742602
801	3.042715322
802	3.040897644
803	3.039722069
804	3.038999613
805	3.037665464
806	3.037500237
807	3.036221028
808	3.036087286
809	3.0350271
810	3.034993415
811	3.034872418
812	3.034761995
813	3.034244498
814	3.033856874
815	3.033255158
816	3.031742069
817	3.027661805
818	3.027292844
819	3.026080152
820	3.023901851
821	3.023421446
822	3.023301565
823	3.023116131
824	3.02264191
825	3.022269064
826	3.022163883
827	3.02216251
828	3.022162455
829	3.021817747
830	3.021604494
831	3.021604441
832	3.021166025
833	3.021165457
834	3.021164943
835	3.021073716
836	3.018121237
837	3.018038279
838	3.017847262
839	3.017238399
840	3.017194643
841	3.016845765
842	3.01684573
843	3.01657733
844	3.016399226
845	3.016320611
846	3.015727596
847	3.015235162
848	3.01499783
849	3.014956424
850	3.014780907
851	3.014709351
852	3.013842182
853	3.013640317
854	3.013640279
855	3.013194868
856	3.013024685
857	3.012947351
858	3.012767456
859	3.012213689
860	3.011862113
861	3.01170171
862	3.011661829
863	3.011507636
864	3.011485959
865	3.011316933
866	3.011145512
867	3.01108431
868	3.010904013
869	3.010298717
870	3.010041013
871	3.009714239
872	3.009633943
873	3.009390262
874	3.008006904
875	3.007921478
876	3.007688156
877	3.007604132
878	3.006825847
879	3.006551481
880	3.006317095
881	3.006270382
882	3.005675625
883	3.005521712
884	3.004849609
885	3.004699744
886	3.004533217
887	3.004283735
888	3.003961357
889	3.003554124
890	3.003388555
891	3.001985207
892	3.001832207
893	3.001051168
894	3.000645534
895	3.000058089
896	2.999980548
897	2.999791944
898	2.998563693
899	2.998484969
900	2.997841756
901	2.997822301
902	2.997017554
903	2.996581974
904	2.995985437
905	2.995945045
906	2.99592884
907	2.995813184
908	2.995675914
909	2.995533343
910	2.994904851
911	2.994843747
912	2.993133724
913	2.992654396
914	2.992022516
915	2.991662649
916	2.991512792
917	2.990841688
918	2.990575997
919	2.990383242
920	2.990049448
921	2.989738878
922	2.989446626
923	2.98875801
924	2.98764758
925	2.987294087
926	2.987273043
927	2.987070719
928	2.987070586
929	2.986941338
930	2.986797058
931	2.986508708
932	2.986435943
933	2.98582481
934	2.98520903
935	2.985176286
936	2.984723934
937	2.984341977
938	2.983859234
939	2.983159874
940	2.982737764
941	2.98242308
942	2.982390591
943	2.981885507
944	2.98170823
945	2.981364493
946	2.981253621
947	2.981236471
948	2.98088559
949	2.980726329
950	2.979643191
951	2.978752587
952	2.977931082
953	2.97764613
954	2.977312641
955	2.977143488
956	2.976181392
957	2.975429314
958	2.974248619
959	2.974176786
960	2.973991315
961	2.973963163
962	2.973388836
963	2.97327882
964	2.973241472
965	2.972278605
966	2.971995089
967	2.971363514
968	2.970615229
969	2.970488016
970	2.969844249
971	2.969810323
972	2.969088179
973	2.96903565
974	2.968568451
975	2.968426826
976	2.968136139
977	2.967653129
978	2.967474811
979	2.966943357
980	2.966729866
981	2.966095144
982	2.965880553
983	2.965814823
984	2.965347612
985	2.965162857
986	2.965012268
987	2.962734807
988	2.962457696
989	2.961874035
990	2.961354695
991	2.960506213
992	2.960064555
993	2.959925654
994	2.959750208
995	2.959014109
996	2.958940017
997	2.958597825
998	2.957855407
999	2.957765699
1000	2.957451329
1001	2.957379872
1002	2.95693266
1003	2.9567619
1004	2.956208763
1005	2.955901229
1006	2.955781012
1007	2.954610053
1008	2.95456164
1009	2.95454331
1010	2.954314221
1011	2.954201924
1012	2.954078706
1013	2.954066418
1014	2.953426346
1015	2.953366391
1016	2.953198573
1017	2.952484592
1018	2.952169052
1019	2.951853973
1020	2.951784029
1021	2.951691406
1022	2.951046097
1023	2.950127157
1024	2.949936517
1025	2.949195364
1026	2.948236259
1027	2.947306363
1028	2.946561341
1029	2.946157023
1030	2.945892953
1031	2.945653509
1032	2.944999344
1033	2.944561597
1034	2.944457816
1035	2.944376908
1036	2.944337837
1037	2.943855846
1038	2.943812489
1039	2.943790224
1040	2.943509409
1041	2.943424893
1042	2.943369707
1043	2.943326644
1044	2.943181237
1045	2.94307867
1046	2.942055838
1047	2.942014906
1048	2.94188047
1049	2.941609801
1050	2.941552381
1051	2.94153035
1052	2.941512619
1053	2.940939582
1054	2.940865883
1055	2.940683907
1056	2.940552546
1057	2.940397357
1058	2.940083139
1059	2.939167175
1060	2.939135198
1061	2.93901386
1062	2.938813999
1063	2.938542507
1064	2.93772962
1065	2.93658407
1066	2.936382143
1067	2.935972437
1068	2.935434414
1069	2.934864112
1070	2.934825397
1071	2.933841152
1072	2.93355632
1073	2.932577265
1074	2.932334068
1075	2.932244051
1076	2.932087299
1077	2.931973666
1078	2.931586665
1079	2.930908809
1080	2.930389388
1081	2.929915589
1082	2.929879922
1083	2.929814282
1084	2.92959988
1085	2.929165133
1086	2.928934802
1087	2.928659559
1088	2.928401528
1089	2.928170147
1090	2.928071911
1091	2.928023244
1092	2.927980181
1093	2.92716961
1094	2.926829989
1095	2.926374399
1096	2.926176314
1097	2.926037913
1098	2.925972862
1099	2.925279354
1100	2.925145466
1101	2.925054648
1102	2.924693171
1103	2.924106027
1104	2.92376713
1105	2.922907347
1106	2.922031481
1107	2.921527903
1108	2.920943166
1109	2.920854289
1110	2.920758412
1111	2.919471088
1112	2.919250127
1113	2.917916658
1114	2.916749189
1115	2.916415893
1116	2.916357959
1117	2.916262756
1118	2.915945876
1119	2.915315708
1120	2.915042145
1121	2.914765982
1122	2.914527752
1123	2.912231211
1124	2.912160283
1125	2.912090366
1126	2.912008282
1127	2.911739844
1128	2.911175413
1129	2.910072708
1130	2.910011039
1131	2.909552895
1132	2.909303199
1133	2.909205845
1134	2.909019699
1135	2.908912207
1136	2.90890344
1137	2.907787663
1138	2.907222845
1139	2.907213971
1140	2.907169329
1141	2.906336582
1142	2.906284409
1143	2.906111751
1144	2.905882578
1145	2.905713096
1146	2.905507444
1147	2.905089239
1148	2.904993188
1149	2.903974725
1150	2.903936654
1151	2.903166727
1152	2.902645648
1153	2.902099877
1154	2.901717792
1155	2.901694623
1156	2.901114939
1157	2.900907913
1158	2.900723462
1159	2.900517111
1160	2.900503693
1161	2.900342608
1162	2.89947154
1163	2.898917896
1164	2.898872138
1165	2.898838147
1166	2.898818519
1167	2.898496439
1168	2.898089141
1169	2.897892392
1170	2.897575646
1171	2.897392969
1172	2.897373852
1173	2.897166578
1174	2.896948644
1175	2.896387492
1176	2.896019295
1177	2.895967829
1178	2.895967369
1179	2.895840097
1180	2.895663383
1181	2.895652445
1182	2.89499485
1183	2.89415137
1184	2.894079682
1185	2.893879693
1186	2.893836869
1187	2.893836465
1188	2.89370099
1189	2.89355816
1190	2.893557785
1191	2.893270293
1192	2.893071245
1193	2.892973523
1194	2.892966703
1195	2.892917402
1196	2.892917042
1197	2.892718699
1198	2.892718375
1199	2.892718086
1200	2.892543234
1201	2.89170456
1202	2.890637805
1203	2.890429174
1204	2.890333455
1205	2.8903332
1206	2.890244761
1207	2.889935221
1208	2.889460274
1209	2.888850053
1210	2.888819531
1211	2.888813509
1212	2.888797987
1213	2.888797739
1214	2.888797517
1215	2.88878309
1216	2.88871865
1217	2.888712626
1218	2.888707539
1219	2.888707335
1220	2.887986751
1221	2.887769282
1222	2.887198952
1223	2.886012529
1224	2.886006833
1225	2.885640343
1226	2.885593508
1227	2.885545527
1228	2.885379588
1229	2.885142926
1230	2.884824424
1231	2.884529104
1232	2.88426121
1233	2.88365298
1234	2.883235898
1235	2.883028754
1236	2.88295138
1237	2.882922981
1238	2.881983822
1239	2.881805885
1240	2.881738236
1241	2.881478591
1242	2.880679033
1243	2.880159706
1244	2.880098497
1245	2.88009831
1246	2.880098138
1247	2.879996405
1248	2.879639836
1249	2.879585673
1250	2.879580747
1251	2.878287051
1252	2.878187271
1253	2.878037717
1254	2.87767993
1255	2.877679778
1256	2.877182396
1257	2.877176352
1258	2.876991824
1259	2.875861705
1260	2.875819916
1261	2.875644763
1262	2.875182919
1263	2.874987895
1264	2.874921053
1265	2.874915406
1266	2.874755113
1267	2.874534703
1268	2.874140793
1269	2.873308019
1270	2.872980252
1271	2.87280647
1272	2.8718425
1273	2.871527579
1274	2.871300453
1275	2.871109095
1276	2.870078467
1277	2.870064364
1278	2.869840663
1279	2.869487163
1280	2.869050955
1281	2.869050797
1282	2.868112365
1283	2.868056571
1284	2.867333491
1285	2.867292255
1286	2.867290888
1287	2.867277727
1288	2.867067005
1289	2.866401119
1290	2.866050696
1291	2.86599598
1292	2.865972927
1293	2.86597168
1294	2.865721756
1295	2.865720613
1296	2.865688132
1297	2.865686708
1298	2.865300204
1299	2.864901883
1300	2.864613965
1301	2.864462134
1302	2.864260243
1303	2.864259353
1304	2.864228793
1305	2.864121362
1306	2.864061715
1307	2.863734172
1308	2.863733374
1309	2.863237793
1310	2.862962602
1311	2.862960132
1312	2.861955662
1313	2.861117132
1314	2.861112371
1315	2.861022441
1316	2.860331077
1317	2.860199178
1318	2.860066041
1319	2.85913759
1320	2.8589854
1321	2.858875915
1322	2.85841173
1323	2.858187596
1324	2.857575531
1325	2.857504537
1326	2.85705536
1327	2.856955416
1328	2.856873598
1329	2.856486258
1330	2.855794353
1331	2.855580054
1332	2.855296446
1333	2.855001284
1334	2.854488043
1335	2.854348378
1336	2.854049636
1337	2.853526703
1338	2.853209239
1339	2.853102646
1340	2.852715301
1341	2.852275104
1342	2.851937042
1343	2.851683029
1344	2.851295974
1345	2.850013343
1346	2.849702845
1347	2.849047726
1348	2.848646211
1349	2.848587037
1350	2.848518526
1351	2.848396452
1352	2.84811535
1353	2.847822091
1354	2.847351318
1355	2.847171334
1356	2.846807362
1357	2.846349505
1358	2.846316888
1359	2.845804021
1360	2.845424008
1361	2.845394641
1362	2.845190807
1363	2.845131561
1364	2.845040698
1365	2.844767762
1366	2.844695472
1367	2.844497178
1368	2.844354647
1369	2.84418171
1370	2.844029135
1371	2.8432721
1372	2.84259953
1373	2.842334945
1374	2.842033218
1375	2.84187612
1376	2.841798287
1377	2.841466934
1378	2.841351771
1379	2.840963999
1380	2.840659872
1381	2.840376093
1382	2.840295315
1383	2.839504164
1384	2.839503067
1385	2.839441812
1386	2.839367976
1387	2.838976198
1388	2.838929587
1389	2.83878001
1390	2.838354846
1391	2.83826085
1392	2.838258011
1393	2.838247621
1394	2.838178592
1395	2.837891074
1396	2.837841837
1397	2.837732336
1398	2.837718131
1399	2.837525547
1400	2.837525275
1401	2.837008991
1402	2.836999601
1403	2.83694543
1404	2.836926913
1405	2.836918487
1406	2.836881949
1407	2.836678171
1408	2.836672355
1409	2.836630139
1410	2.836538039
1411	2.836537496
1412	2.836213306
1413	2.836034147
1414	2.835818192
1415	2.835817695
1416	2.83572366
1417	2.835590951
1418	2.835533519
1419	2.835372238
1420	2.834777241
1421	2.834518685
1422	2.834515097
1423	2.834317552
1424	2.834254596
1425	2.834250219
1426	2.833963948
1427	2.833781923
1428	2.83367086
1429	2.832800732
1430	2.832660082
1431	2.832575625
1432	2.83245528
1433	2.832453432
1434	2.832345501
1435	2.831979433
1436	2.831832434
1437	2.831827625
1438	2.831368928
1439	2.831295309
1440	2.831167319
1441	2.830482114
1442	2.830239949
1443	2.829691263
1444	2.829073656
1445	2.828960152
1446	2.828917545
1447	2.828556213
1448	2.827461377
1449	2.827073487
1450	2.826823075
1451	2.82659646
1452	2.826457297
1453	2.826401524
1454	2.826192994
1455	2.826160179
1456	2.825400534
1457	2.825356321
1458	2.825351668
1459	2.825326625
1460	2.825242803
1461	2.825186321
1462	2.82503734
1463	2.824966857
1464	2.824920484
1465	2.824782689
1466	2.824632295
1467	2.824469766
1468	2.824178638
1469	2.823948024
1470	2.823810981
1471	2.823652031
1472	2.823235109
1473	2.823179519
1474	2.822977109
1475	2.822908463
1476	2.822020792
1477	2.822013567
1478	2.821804841
1479	2.821668355
1480	2.821543531
1481	2.821543072
1482	2.821506195
1483	2.82147509
1484	2.821474663
1485	2.821057036
1486	2.821029611
1487	2.820875194
1488	2.820874794
1489	2.820620032
1490	2.820466773
1491	2.81984562
1492	2.81950573
1493	2.818411188
1494	2.818389919
1495	2.818283716
1496	2.818144749
1497	2.81798282
1498	2.817934521
1499	2.817351847
1500	2.817303814
1501	2.817024843
1502	2.816843716
1503	2.816809503
1504	2.816600239
1505	2.816571817
1506	2.816303069
1507	2.816019727
1508	2.815783603
1509	2.815652319
1510	2.815563107
1511	2.815130022
1512	2.815023958
1513	2.814982708
1514	2.814689623
1515	2.814689254
1516	2.814505271
1517	2.814386825
1518	2.814148298
1519	2.814006521
1520	2.813871755
1521	2.813833468
1522	2.813596288
1523	2.813427234
1524	2.813344751
1525	2.813321837
1526	2.81275265
1527	2.812716166
1528	2.812565686
1529	2.812447838
1530	2.810248647
1531	2.810246946
1532	2.809925708
1533	2.809826726
1534	2.809388301
1535	2.808758027
1536	2.806991218
1537	2.806833356
1538	2.806699827
1539	2.806569105
1540	2.806315466
1541	2.806087669
1542	2.806079111
1543	2.806071521
1544	2.80549426
1545	2.805094897
1546	2.804477553
1547	2.804170831
1548	2.803960466
1549	2.803317978
1550	2.803213725
1551	2.802815736
1552	2.80273667
1553	2.802695432
1554	2.802489692
1555	2.80235847
1556	2.802114884
1557	2.80197706
1558	2.801693927
1559	2.801421911
1560	2.801304105
1561	2.800938987
1562	2.800609405
1563	2.800540462
1564	2.800249878
1565	2.799938637
1566	2.799833434
1567	2.799570938
1568	2.799448904
1569	2.799247758
1570	2.799223841
1571	2.796222254
1572	2.794246906
1573	2.7942466
1574	2.79408351
1575	2.792739495
1576	2.792491453
1577	2.792188138
1578	2.79211893
1579	2.791815131
1580	2.79136968
1581	2.788616188
1582	2.787804383
1583	2.787118141
1584	2.787117833
1585	2.787028271
1586	2.786675656
1587	2.786416127
1588	2.786415866
1589	2.786415734
1590	2.786158924
1591	2.785396628
1592	2.785257509
1593	2.78525733
1594	2.784866445
1595	2.784763477
1596	2.784763246
1597	2.784189135
1598	2.784113925
1599	2.78352063
1600	2.783023903
1601	2.782873271
1602	2.78250343
1603	2.781712579
1604	2.781629254
1605	2.781515798
1606	2.780790556
1607	2.780565421
1608	2.780502385
1609	2.779983668
1610	2.779852066
1611	2.778509108
1612	2.777886276
1613	2.777159131
1614	2.777084258
1615	2.776892916
1616	2.776786125
1617	2.776751935
1618	2.77662719
1619	2.776587936
1620	2.776480763
1621	2.776405812
1622	2.775398633
1623	2.775116063
1624	2.774222256
1625	2.774200934
1626	2.774091159
1627	2.774019245
1628	2.773980963
1629	2.773625888
1630	2.77349617
1631	2.773165964
1632	2.772869425
1633	2.772776596
1634	2.77273341
1635	2.772366634
1636	2.771931397
1637	2.771694856
1638	2.771610282
1639	2.771489915
1640	2.771244993
1641	2.770906732
1642	2.770108016
1643	2.769317364
1644	2.769151704
1645	2.769041248
1646	2.768806741
1647	2.768708883
1648	2.768500861
1649	2.768158298
1650	2.768034506
1651	2.767498879
1652	2.767417061
1653	2.766935831
1654	2.766155887
1655	2.765885291
1656	2.765768646
1657	2.76542081
1658	2.765324385
1659	2.765141592
1660	2.764790978
1661	2.76436808
1662	2.763704741
1663	2.763522637
