iter	RMSE
1664	2.763313771
1665	2.763211565
1666	2.763033608
1667	2.762691316
1668	2.760380993
1669	2.760117258
1670	2.760018032
1671	2.759890901
1672	2.759406951
1673	2.759329142
1674	2.759096186
1675	2.758951023
1676	2.75833152
1677	2.758202348
1678	2.757833302
1679	2.757418172
1680	2.757334
1681	2.756784798
1682	2.756661874
1683	2.755740839
1684	2.755440599
1685	2.755383054
1686	2.75475041
1687	2.754086638
1688	2.754033364
1689	2.753846036
1690	2.753486211
1691	2.753031363
1692	2.752981993
1693	2.752930194
1694	2.752780569
1695	2.752254877
1696	2.752233778
1697	2.751425276
1698	2.75089494
1699	2.750737356
1700	2.750464311
1701	2.749898555
1702	2.749450199
1703	2.749211055
1704	2.749136001
1705	2.749135728
1706	2.749015217
1707	2.748318121
1708	2.747934345
1709	2.747623975
1710	2.747430859
1711	2.746125096
1712	2.745923694
1713	2.74570785
1714	2.745442718
1715	2.744943652
1716	2.74417696
1717	2.743982678
1718	2.743857126
1719	2.743590579
1720	2.743482446
1721	2.743482216
1722	2.743481998
1723	2.743398658
1724	2.743217627
1725	2.742757015
1726	2.742575968
1727	2.741817832
1728	2.741637996
1729	2.741485887
1730	2.741409476
1731	2.741000392
1732	2.74097521
1733	2.740793357
1734	2.739695329
1735	2.739448452
1736	2.73843064
1737	2.738357067
1738	2.738337724
1739	2.73758297
1740	2.737543131
1741	2.737501342
1742	2.736865413
1743	2.736709814
1744	2.73665583
1745	2.736125022
1746	2.736052797
1747	2.735724752
1748	2.735680917
1749	2.735571509
1750	2.735523734
1751	2.73533535
1752	2.735151207
1753	2.735071244
1754	2.734875358
1755	2.734521821
1756	2.733953025
1757	2.733467032
1758	2.733429938
1759	2.733215234
1760	2.73290314
1761	2.732902925
1762	2.732705355
1763	2.731995874
1764	2.731572502
1765	2.731156227
1766	2.731076938
1767	2.730945782
1768	2.730867627
1769	2.730696055
1770	2.728694297
1771	2.728633233
1772	2.72758206
1773	2.72734706
1774	2.72734689
1775	2.727165108
1776	2.7268911
1777	2.726572948
1778	2.726128961
1779	2.726014764
1780	2.726008726
1781	2.725993175
1782	2.725921087
1783	2.725869253
1784	2.725663406
1785	2.725614783
1786	2.725614623
1787	2.725136806
1788	2.725064307
1789	2.725032219
1790	2.724703371
1791	2.724276453
1792	2.723254037
1793	2.7231518
1794	2.722500946
1795	2.722324647
1796	2.722199535
1797	2.722150988
1798	2.721768198
1799	2.721611889
1800	2.721548881
1801	2.720264464
1802	2.720213106
1803	2.720111944
1804	2.720081246
1805	2.719938907
1806	2.719770674
1807	2.719689492
1808	2.718570296
1809	2.718503041
1810	2.717824446
1811	2.717413464
1812	2.716588918
1813	2.716492568
1814	2.716383628
1815	2.716083649
1816	2.71590885
1817	2.715735576
1818	2.715650771
1819	2.7153595
1820	2.714190973
1821	2.714022333
1822	2.712466057
1823	2.711976968
1824	2.711894073
1825	2.711664787
1826	2.711397528
1827	2.711352607
1828	2.711159387
1829	2.710827841
1830	2.710709712
1831	2.710440937
1832	2.710403427
1833	2.710084097
1834	2.710004053
1835	2.709945917
1836	2.709514603
1837	2.709409445
1838	2.709260643
1839	2.709130047
1840	2.709127271
1841	2.708905539
1842	2.708817725
1843	2.708473346
1844	2.708438318
1845	2.70809276
1846	2.708036348
1847	2.708034481
1848	2.708032813
1849	2.707414232
1850	2.707180268
1851	2.707084866
1852	2.706935304
1853	2.706819802
1854	2.706724443
1855	2.70646236
1856	2.706444526
1857	2.706310247
1858	2.705862852
1859	2.705841494
1860	2.705424418
1861	2.703076728
1862	2.702932971
1863	2.70278494
1864	2.7026168
1865	2.702512907
1866	2.702446926
1867	2.702051421
1868	2.701959532
1869	2.701905612
1870	2.701837025
1871	2.701724797
1872	2.701297125
1873	2.700571304
1874	2.700437428
1875	2.700191454
1876	2.699834116
1877	2.699564701
1878	2.69952907
1879	2.698373581
1880	2.698321383
1881	2.69761808
1882	2.69758515
1883	2.697268808
1884	2.697031467
1885	2.69702097
1886	2.696848706
1887	2.696600804
1888	2.69632017
1889	2.696076994
1890	2.696010847
1891	2.695812593
1892	2.694912252
1893	2.694859124
1894	2.694447571
1895	2.692363111
1896	2.692013164
1897	2.691722237
1898	2.691670882
1899	2.691570832
1900	2.691525362
1901	2.690501564
1902	2.690376033
1903	2.690350986
1904	2.6902626
1905	2.690095022
1906	2.689815901
1907	2.689725276
1908	2.688966477
1909	2.688084729
1910	2.686787766
1911	2.686763277
1912	2.686334833
1913	2.685580584
1914	2.685261932
1915	2.684259228
1916	2.684119724
1917	2.683862661
1918	2.683298617
1919	2.683112084
1920	2.682891573
1921	2.682619565
1922	2.68233536
1923	2.681867263
1924	2.681576437
1925	2.681315996
1926	2.681198317
1927	2.680715637
1928	2.680552108
1929	2.680152996
1930	2.68005425
1931	2.679837204
1932	2.679495838
1933	2.67947257
1934	2.679315112
1935	2.679296657
1936	2.679237026
1937	2.679185225
1938	2.679055047
1939	2.67889388
1940	2.678561682
1941	2.678550107
1942	2.678544559
1943	2.678184857
1944	2.678167307
1945	2.678110725
1946	2.67809844
1947	2.677072855
1948	2.676989799
1949	2.676776454
1950	2.676596085
1951	2.675658094
1952	2.675556146
1953	2.675442848
1954	2.675207223
1955	2.674306949
1956	2.674167819
1957	2.674148645
1958	2.673742419
1959	2.673694109
1960	2.67359894
1961	2.673250323
1962	2.6732338
1963	2.672627573
1964	2.672353403
1965	2.672265553
1966	2.672235148
1967	2.672203535
1968	2.672118737
1969	2.671786344
1970	2.67147681
1971	2.671299482
1972	2.671166919
1973	2.671102111
1974	2.671074579
1975	2.670637
1976	2.670221301
1977	2.669978543
1978	2.669871175
1979	2.669798329
1980	2.669505233
1981	2.669396081
1982	2.66924255
1983	2.668439548
1984	2.668375129
1985	2.6682475
1986	2.668242876
1987	2.668115778
1988	2.668084803
1989	2.667948091
1990	2.667836986
1991	2.667617882
1992	2.667412739
1993	2.667375833
1994	2.66735072
1995	2.66730331
1996	2.66716535
1997	2.665815436
1998	2.665729462
1999	2.665406904
2000	2.665327797
2001	2.664773894
2002	2.664532774
2003	2.664444584
2004	2.664359512
2005	2.663895905
2006	2.66372943
2007	2.663670354
2008	2.663451804
2009	2.663401052
2010	2.663359024
2011	2.66324702
2012	2.663088238
2013	2.663049933
2014	2.662552675
2015	2.662315571
2016	2.661958083
2017	2.661872885
2018	2.661785819
2019	2.661630997
2020	2.661300558
2021	2.660938224
2022	2.660539076
2023	2.660464275
2024	2.660206586
2025	2.659799951
2026	2.659748676
2027	2.659721468
2028	2.659212311
2029	2.659193828
2030	2.658981955
2031	2.65835873
2032	2.658046633
2033	2.657954699
2034	2.657855125
2035	2.657790601
2036	2.657764137
2037	2.657502927
2038	2.657491434
2039	2.656844067
2040	2.656801695
2041	2.656751355
2042	2.656672389
2043	2.656615563
2044	2.656473712
2045	2.65630406
2046	2.656168933
2047	2.65614925
2048	2.656134834
2049	2.65584143
2050	2.655831532
2051	2.6558139
2052	2.655507932
2053	2.655427888
2054	2.65535617
2055	2.65534417
2056	2.655196017
2057	2.655131823
2058	2.65510974
2059	2.655048649
2060	2.654450139
2061	2.654438831
2062	2.654330447
2063	2.654196522
2064	2.654076749
2065	2.653981205
2066	2.653889552
2067	2.653846107
2068	2.653460076
2069	2.653151083
2070	2.653118634
2071	2.652989604
2072	2.652732939
2073	2.651346077
2074	2.650767782
2075	2.650747338
2076	2.650511764
2077	2.649047925
2078	2.649008071
2079	2.648988565
2080	2.648542249
2081	2.648526275
2082	2.648514429
2083	2.647797743
2084	2.647723006
2085	2.647652054
2086	2.647535563
2087	2.646711849
2088	2.646460858
2089	2.646355513
2090	2.646222835
2091	2.646116332
2092	2.645726358
2093	2.645542289
2094	2.645541055
2095	2.645274552
2096	2.645273429
2097	2.645213903
2098	2.645150113
2099	2.645080972
2100	2.644988635
2101	2.644889565
2102	2.644535296
2103	2.64448453
2104	2.644365591
2105	2.644265657
2106	2.644023762
2107	2.643922477
2108	2.643904354
2109	2.643813421
2110	2.643713042
2111	2.643287927
2112	2.643212212
2113	2.64308329
2114	2.642783589
2115	2.64220892
2116	2.642189224
2117	2.642032728
2118	2.641987366
2119	2.641853127
2120	2.641339934
2121	2.641285885
2122	2.64113382
2123	2.640654011
2124	2.640605112
2125	2.640500404
2126	2.640419691
2127	2.640229884
2128	2.640169021
2129	2.640144539
2130	2.639973023
2131	2.639920882
2132	2.639863132
2133	2.639829402
2134	2.639559129
2135	2.639528882
2136	2.639513882
2137	2.639367172
2138	2.639326916
2139	2.639143781
2140	2.638715554
2141	2.638631525
2142	2.638434709
2143	2.638352684
2144	2.638327211
2145	2.637757013
2146	2.637707877
2147	2.637673222
2148	2.637507091
2149	2.637256257
2150	2.637112114
2151	2.637053958
2152	2.636718193
2153	2.636460207
2154	2.636308545
2155	2.634876532
2156	2.634698068
2157	2.634674885
2158	2.634601067
2159	2.634566683
2160	2.634501285
2161	2.634471497
2162	2.634427326
2163	2.634397655
2164	2.634275569
2165	2.634138863
2166	2.633905024
2167	2.633855918
2168	2.633840345
2169	2.633826675
2170	2.63376261
2171	2.633730816
2172	2.633545577
2173	2.633398975
2174	2.633340697
2175	2.633200474
2176	2.633160383
2177	2.633137842
2178	2.63302815
2179	2.632630925
2180	2.632600091
2181	2.632307158
2182	2.632199228
2183	2.632048006
2184	2.631933809
2185	2.631911274
2186	2.631618619
2187	2.631576249
2188	2.631473556
2189	2.631443095
2190	2.631417048
2191	2.631348662
2192	2.631303834
2193	2.631197649
2194	2.631030311
2195	2.629945497
2196	2.629740987
2197	2.629627851
2198	2.62865979
2199	2.628353288
2200	2.627995429
2201	2.627845618
2202	2.627782561
2203	2.627678458
2204	2.627602936
2205	2.627308697
2206	2.627042394
2207	2.626270154
2208	2.62610793
2209	2.626102162
2210	2.626039891
2211	2.625540027
2212	2.625519079
2213	2.625095624
2214	2.624992823
2215	2.624970184
2216	2.624822011
2217	2.624777267
2218	2.624234042
2219	2.624179119
2220	2.623989395
2221	2.623986288
2222	2.623968084
2223	2.623704075
2224	2.623541832
2225	2.62349348
2226	2.623461284
2227	2.623315913
2228	2.623272844
2229	2.622996711
2230	2.622888011
2231	2.622757843
2232	2.622540791
2233	2.622491684
2234	2.620871709
2235	2.62082511
2236	2.620492354
2237	2.620283775
2238	2.619815851
2239	2.619727656
2240	2.619602738
2241	2.619559246
2242	2.619545527
2243	2.619046304
2244	2.619001717
2245	2.618862087
2246	2.618807375
2247	2.618793485
2248	2.618778246
2249	2.618742743
2250	2.618730681
2251	2.618722206
2252	2.618516286
2253	2.618395156
2254	2.618356766
2255	2.618338198
2256	2.618326351
2257	2.618266514
2258	2.618228664
2259	2.618119172
2260	2.618018012
2261	2.617969493
2262	2.617945869
2263	2.617759211
2264	2.617743432
2265	2.616881093
2266	2.616633174
2267	2.615965607
2268	2.615612252
2269	2.615499192
2270	2.615388748
2271	2.615255935
2272	2.615162258
2273	2.615043557
2274	2.6149557
2275	2.614690187
2276	2.614590545
2277	2.61458496
2278	2.614568207
2279	2.614560127
2280	2.614498219
2281	2.614239298
2282	2.614007686
2283	2.6139975
2284	2.613951803
2285	2.613367094
2286	2.613321564
2287	2.613106968
2288	2.613096836
2289	2.613063881
2290	2.612878137
2291	2.611664868
2292	2.611644607
2293	2.611573321
2294	2.611482554
2295	2.611433518
2296	2.611178896
2297	2.610981917
2298	2.60956726
2299	2.609106876
2300	2.608749767
2301	2.608411633
2302	2.608393259
2303	2.608210387
2304	2.608106696
2305	2.608015148
2306	2.607645456
2307	2.607585145
2308	2.607509743
2309	2.607463264
2310	2.607453627
2311	2.607434177
2312	2.607418752
2313	2.607371037
2314	2.607201957
2315	2.607192222
2316	2.607183025
2317	2.607140918
2318	2.606708148
2319	2.606526184
2320	2.606111437
2321	2.605739185
2322	2.605590444
2323	2.60532362
2324	2.604777576
2325	2.604681578
2326	2.604673545
2327	2.604647942
2328	2.604477381
2329	2.604375607
2330	2.60417058
2331	2.603737107
2332	2.603502744
2333	2.603444882
2334	2.603220908
2335	2.602884784
2336	2.602704176
2337	2.601685021
2338	2.601352076
2339	2.601286725
2340	2.600957833
2341	2.600493381
2342	2.600471848
2343	2.60005433
2344	2.599671237
2345	2.59959916
2346	2.599381184
2347	2.599362905
2348	2.599261759
2349	2.599159798
2350	2.598674979
2351	2.59857962
2352	2.598442589
2353	2.598346659
2354	2.598187496
2355	2.597207679
2356	2.596577086
2357	2.596395982
2358	2.596173336
2359	2.595736111
2360	2.595510951
2361	2.595074935
2362	2.594839158
2363	2.594619802
2364	2.594243684
2365	2.593466277
2366	2.5930946
2367	2.592984094
2368	2.592817274
2369	2.592667669
2370	2.592370036
2371	2.592208579
2372	2.591247786
2373	2.591195266
2374	2.590943479
2375	2.590851944
2376	2.59082053
2377	2.590408365
2378	2.590325853
2379	2.590088308
2380	2.589710906
2381	2.589686572
2382	2.589412077
2383	2.589192193
2384	2.588809363
2385	2.588770064
2386	2.58869588
2387	2.588614267
2388	2.588506785
2389	2.588406316
2390	2.588322552
2391	2.588237568
2392	2.587937068
2393	2.587756007
2394	2.587219777
2395	2.587131447
2396	2.587047723
2397	2.58699503
2398	2.58676547
2399	2.586619438
2400	2.586560396
2401	2.586414493
2402	2.586314859
2403	2.586197576
2404	2.586162903
2405	2.58585815
2406	2.585748911
2407	2.585666244
2408	2.585578492
2409	2.585492481
2410	2.58537793
2411	2.585351623
2412	2.584596636
2413	2.584271351
2414	2.584240795
2415	2.584131446
2416	2.584049703
2417	2.583957319
2418	2.583623996
2419	2.583480431
2420	2.583406653
2421	2.58326764
2422	2.583192643
2423	2.582959971
2424	2.582560149
2425	2.582302815
2426	2.582243126
2427	2.582219201
2428	2.582164595
2429	2.582037355
2430	2.581667603
2431	2.58160124
2432	2.581545814
2433	2.581441656
2434	2.58117521
2435	2.580994448
2436	2.580945107
2437	2.580652797
2438	2.580610921
2439	2.580478047
2440	2.580462983
2441	2.580445292
2442	2.580084683
2443	2.580040249
2444	2.579469101
2445	2.579142904
2446	2.579113993
2447	2.578859509
2448	2.578741513
2449	2.578660226
2450	2.578397005
2451	2.577812985
2452	2.577776097
2453	2.577633196
2454	2.577611003
2455	2.577589514
2456	2.57749844
2457	2.577479542
2458	2.577321056
2459	2.577249658
2460	2.577070468
2461	2.577007343
2462	2.576981901
2463	2.576975236
2464	2.576907955
2465	2.576838005
2466	2.576725907
2467	2.576699329
2468	2.576563444
2469	2.57646101
2470	2.576298572
2471	2.576222012
2472	2.576205586
2473	2.576156222
2474	2.576031175
2475	2.57596681
2476	2.57583546
2477	2.575672357
2478	2.575621984
2479	2.575601223
2480	2.575161364
2481	2.575003281
2482	2.574988003
2483	2.574881206
2484	2.574868854
2485	2.574824285
2486	2.574707542
2487	2.574648368
2488	2.57458011
2489	2.574521019
2490	2.574515488
2491	2.574284617
2492	2.574268703
2493	2.574263719
2494	2.574250856
2495	2.574213415
2496	2.574076592
2497	2.573782916
2498	2.573684345
2499	2.573624515
2500	2.573517185
2501	2.573467375
2502	2.573456615
2503	2.573379327
2504	2.57308446
2505	2.572822184
2506	2.572739635
2507	2.572686591
2508	2.572197381
2509	2.572011391
2510	2.571977021
2511	2.571746628
2512	2.571658525
2513	2.571619033
2514	2.571563071
2515	2.571439741
2516	2.571359917
2517	2.570658881
2518	2.570608958
2519	2.570525374
2520	2.569610531
2521	2.569588661
2522	2.569577504
2523	2.569566204
2524	2.569454801
2525	2.569432499
2526	2.569421902
2527	2.569235015
2528	2.569082153
2529	2.569030256
2530	2.568947152
2531	2.568878207
2532	2.568689586
2533	2.568443001
2534	2.568085712
2535	2.567911183
2536	2.567374286
2537	2.566767011
2538	2.566650401
2539	2.566619203
2540	2.566542608
2541	2.566309653
2542	2.566182902
2543	2.566124008
2544	2.565497765
2545	2.565293732
2546	2.565231803
2547	2.565000299
2548	2.564834942
2549	2.564753509
2550	2.564534699
2551	2.563858585
2552	2.563823925
2553	2.56375082
2554	2.563478455
2555	2.563224517
2556	2.563011678
2557	2.562927041
2558	2.562760895
2559	2.562730479
2560	2.562523074
2561	2.562468412
2562	2.56162745
2563	2.561434314
2564	2.561368309
2565	2.561186838
2566	2.56067851
2567	2.560139873
2568	2.560135006
2569	2.559940528
2570	2.559890461
2571	2.559150127
2572	2.558954147
2573	2.558930409
2574	2.55851685
2575	2.558425842
2576	2.55836899
2577	2.558205504
2578	2.558029408
2579	2.55778651
2580	2.557659612
2581	2.557461359
2582	2.557373407
2583	2.557318519
2584	2.55705908
2585	2.55702067
2586	2.557004678
2587	2.556924646
2588	2.556857426
2589	2.55674569
2590	2.556725941
2591	2.556436629
2592	2.556387463
2593	2.556204307
2594	2.555998099
2595	2.555919241
2596	2.555821386
2597	2.555792339
2598	2.555669974
2599	2.555601414
2600	2.555520587
2601	2.555415468
2602	2.555170565
2603	2.554642163
2604	2.554445222
2605	2.554426386
2606	2.554320409
2607	2.554269102
2608	2.554222409
2609	2.554204104
2610	2.554194833
2611	2.554163906
2612	2.554102197
2613	2.55409613
2614	2.554069886
2615	2.553762195
2616	2.55318264
2617	2.55314188
2618	2.552981811
2619	2.552938349
2620	2.552119439
2621	2.551995595
2622	2.551936439
2623	2.551444679
2624	2.551416794
2625	2.551240778
2626	2.551209429
2627	2.551024424
2628	2.550440925
2629	2.55030826
2630	2.55026828
2631	2.550215537
2632	2.550143221
2633	2.549920361
2634	2.549890501
2635	2.549769505
2636	2.549743482
2637	2.54858176
2638	2.54854701
2639	2.548454524
2640	2.548418915
2641	2.547950522
2642	2.547925376
2643	2.547866985
2644	2.547604617
2645	2.54694432
2646	2.546629481
2647	2.546293655
2648	2.546266221
2649	2.546254907
2650	2.546197643
2651	2.546128051
2652	2.546108971
2653	2.546027138
2654	2.546007438
2655	2.545987521
2656	2.545957627
2657	2.545884492
2658	2.545665097
2659	2.545576361
2660	2.545546622
2661	2.544498828
2662	2.54448277
2663	2.544410927
2664	2.544399123
2665	2.544232102
2666	2.544208029
2667	2.544070228
2668	2.544013437
2669	2.543965902
2670	2.54390788
2671	2.543885222
2672	2.54381704
2673	2.543516482
2674	2.543461805
2675	2.543308319
2676	2.543234508
2677	2.54228612
2678	2.54221068
2679	2.542184439
2680	2.542169748
2681	2.542103493
2682	2.542031452
2683	2.541938948
2684	2.541911236
2685	2.541790995
2686	2.541722875
2687	2.541649854
2688	2.541216883
2689	2.540958131
2690	2.540440026
2691	2.54021911
2692	2.540122337
2693	2.540017562
2694	2.539914213
2695	2.539824759
2696	2.539813499
2697	2.539716691
2698	2.539218024
2699	2.538992419
2700	2.538593409
2701	2.53834378
2702	2.538172052
2703	2.538102507
2704	2.538044242
2705	2.537994042
2706	2.537918631
2707	2.537852848
2708	2.537512613
2709	2.537034306
2710	2.536924463
2711	2.536818235
2712	2.536789253
2713	2.53675523
2714	2.536679402
2715	2.536189676
2716	2.536134143
2717	2.536098522
2718	2.536029869
2719	2.536010623
2720	2.535956392
2721	2.535660343
2722	2.535612951
2723	2.535411358
2724	2.535255541
2725	2.534961592
2726	2.5338853
2727	2.533771412
2728	2.533589348
2729	2.533433913
2730	2.533233537
2731	2.532951668
2732	2.532892607
2733	2.532607887
2734	2.532578721
2735	2.532120422
2736	2.531887906
2737	2.531030803
2738	2.53091886
2739	2.530800632
2740	2.530528764
2741	2.530404898
2742	2.530011029
2743	2.529473937
2744	2.529406297
2745	2.529331876
2746	2.529260872
2747	2.529242566
2748	2.52914639
2749	2.528997461
2750	2.528795207
2751	2.528561556
2752	2.528420045
2753	2.527894898
2754	2.527743586
2755	2.527618939
2756	2.527110753
2757	2.526987642
2758	2.526922772
2759	2.526773766
2760	2.526600228
2761	2.526522891
2762	2.526386612
2763	2.525825436
2764	2.525751899
2765	2.525732038
2766	2.525542729
2767	2.525052471
2768	2.525017894
2769	2.52494822
2770	2.524827448
2771	2.524797656
2772	2.524439482
2773	2.524305642
2774	2.524079754
2775	2.523714357
2776	2.523633618
2777	2.523550973
2778	2.523458189
2779	2.523415021
2780	2.5232641
2781	2.523228308
2782	2.522980894
2783	2.522958678
2784	2.522840685
2785	2.522818549
2786	2.522688172
2787	2.522661508
2788	2.522409343
2789	2.522241407
2790	2.522043832
2791	2.521998063
2792	2.521836078
2793	2.521825053
2794	2.521746536
2795	2.521651649
2796	2.521632426
2797	2.521627335
2798	2.52162399
2799	2.521606341
2800	2.521591492
2801	2.521573829
2802	2.521543906
2803	2.521380428
2804	2.521174747
2805	2.520995359
2806	2.520627921
2807	2.520517596
2808	2.52049212
2809	2.520410622
2810	2.520281518
2811	2.520254562
2812	2.52003098
2813	2.519943929
2814	2.519912688
2815	2.519883653
2816	2.519811132
2817	2.519327425
2818	2.519286344
2819	2.518993694
2820	2.518842364
2821	2.518821899
2822	2.518630007
2823	2.518599153
2824	2.518579539
2825	2.518361216
2826	2.518176365
2827	2.517576449
2828	2.517429229
2829	2.517304055
2830	2.517194909
2831	2.517172494
2832	2.517026261
2833	2.516970007
2834	2.516900545
2835	2.516851953
2836	2.516801165
2837	2.516673789
2838	2.516662154
2839	2.515777021
2840	2.51571143
2841	2.515510335
2842	2.514873045
2843	2.51482143
2844	2.514759973
2845	2.51470972
2846	2.514704251
2847	2.514687812
2848	2.514568773
2849	2.51456165
2850	2.514500546
2851	2.5143021
2852	2.513969886
2853	2.513904264
2854	2.513869885
2855	2.5136953
2856	2.513535795
2857	2.513430558
2858	2.513315808
2859	2.513229878
2860	2.513223422
2861	2.512740967
2862	2.512665787
2863	2.512227994
2864	2.511974284
2865	2.511923698
2866	2.511843
2867	2.511615347
2868	2.511107537
2869	2.511054838
2870	2.510951259
2871	2.510754833
2872	2.510429389
2873	2.51039485
2874	2.510281251
2875	2.510261677
2876	2.510258925
2877	2.510177073
2878	2.509682389
2879	2.509622009
2880	2.509519912
2881	2.509320648
2882	2.509226003
2883	2.509059289
2884	2.509034336
2885	2.508882901
2886	2.508853053
2887	2.50882892
2888	2.508785712
2889	2.508727609
2890	2.508696457
2891	2.508636409
2892	2.508594052
2893	2.50858593
2894	2.508535887
2895	2.508395144
2896	2.50837358
2897	2.508300333
2898	2.508214022
2899	2.508125338
2900	2.508057668
2901	2.508049313
2902	2.507869318
2903	2.507469165
2904	2.507422967
2905	2.507347671
2906	2.506948116
2907	2.506894796
2908	2.506796879
2909	2.506414719
2910	2.506047604
2911	2.505984188
2912	2.50581841
2913	2.505765957
2914	2.505675321
2915	2.505474125
2916	2.50546779
2917	2.505460498
2918	2.505165448
2919	2.504388468
2920	2.504315427
2921	2.504264834
2922	2.504225433
2923	2.504210645
2924	2.504127844
2925	2.504047665
2926	2.503990767
2927	2.5039598
2928	2.503908041
2929	2.503900316
2930	2.503886211
2931	2.503882503
2932	2.50377653
2933	2.503713163
2934	2.503700996
2935	2.503663682
2936	2.502928297
2937	2.502902478
2938	2.502856193
2939	2.502675081
2940	2.502670447
2941	2.502493789
2942	2.502486685
2943	2.502370006
2944	2.502028735
2945	2.50194859
2946	2.501930406
2947	2.50187037
2948	2.501737028
2949	2.501647393
2950	2.501538543
2951	2.501520286
2952	2.501348557
2953	2.501179744
2954	2.501125151
2955	2.501100056
2956	2.501072757
2957	2.501019374
2958	2.500674243
2959	2.500617036
2960	2.500571543
2961	2.500486692
2962	2.500425886
2963	2.500311821
2964	2.500070915
2965	2.499963091
2966	2.499719593
2967	2.499627009
2968	2.499527832
2969	2.499518046
2970	2.499451158
2971	2.499416353
2972	2.499276756
2973	2.49918675
2974	2.498602673
2975	2.498468338
2976	2.498430026
2977	2.498037143
2978	2.497821699
2979	2.49781943
2980	2.497816029
2981	2.497760349
2982	2.497125219
2983	2.497122253
2984	2.496901763
2985	2.496882522
2986	2.496759421
2987	2.496701556
2988	2.496679371
2989	2.496659797
2990	2.49660633
2991	2.496468602
2992	2.49643769
2993	2.496376937
2994	2.496086943
2995	2.49602023
2996	2.495826061
2997	2.495809458
2998	2.495802438
2999	2.495754038
3000	2.495695125
3001	2.495542243
3002	2.495319373
3003	2.495265035
3004	2.495147585
3005	2.49512478
3006	2.495080425
3007	2.495019608
3008	2.494982324
3009	2.494829985
3010	2.494778908
3011	2.494620106
3012	2.494574629
3013	2.494536928
3014	2.494515868
3015	2.49450431
3016	2.494503223
3017	2.494008507
3018	2.493852036
3019	2.493750234
3020	2.493710767
3021	2.493454843
3022	2.493359638
3023	2.49333518
3024	2.493333569
3025	2.493295039
3026	2.493243169
3027	2.493144264
3028	2.493119421
3029	2.493060418
3030	2.493056653
3031	2.492961722
3032	2.492856176
3033	2.492826588
3034	2.492770613
3035	2.492749941
3036	2.492714968
3037	2.49219751
3038	2.492120438
3039	2.492110722
3040	2.49197529
3041	2.491522929
3042	2.491489665
3043	2.490965625
3044	2.490491474
3045	2.490426482
3046	2.490410986
3047	2.490275011
3048	2.490256388
3049	2.490172514
3050	2.49015572
3051	2.490129615
3052	2.489646513
3053	2.489629813
3054	2.489095948
3055	2.48861987
3056	2.488599422
3057	2.488571923
3058	2.488526812
3059	2.488352686
3060	2.488348124
3061	2.488332616
3062	2.48814836
3063	2.488088982
3064	2.48808139
3065	2.488076654
3066	2.488040535
3067	2.487568793
3068	2.486954385
3069	2.486773674
3070	2.486578989
3071	2.486309166
3072	2.486146072
3073	2.486089361
3074	2.485953055
3075	2.485862605
3076	2.485593871
3077	2.485049024
3078	2.484942773
3079	2.48464654
3080	2.484592819
3081	2.484333874
3082	2.484172228
3083	2.484095502
3084	2.484049987
3085	2.484018657
3086	2.483968956
3087	2.483943844
3088	2.483877582
3089	2.483870668
3090	2.483649282
3091	2.483608575
3092	2.483442921
3093	2.483090031
3094	2.482674187
3095	2.482568722
3096	2.482541115
3097	2.482312169
3098	2.48227138
3099	2.482260616
3100	2.482124131
3101	2.482119713
3102	2.481731059
3103	2.481652357
3104	2.481505947
3105	2.481383015
3106	2.481192748
3107	2.481100407
3108	2.480961032
3109	2.48090876
3110	2.480865018
3111	2.480750379
3112	2.480266563
3113	2.480241167
3114	2.480123882
3115	2.480056139
3116	2.480049237
3117	2.480045334
3118	2.480039044
3119	2.479955405
3120	2.479842101
3121	2.479838438
3122	2.479695965
3123	2.479645985
3124	2.479522116
3125	2.479439702
3126	2.47941367
3127	2.479356913
3128	2.479289588
3129	2.479263165
3130	2.479254892
3131	2.479235024
3132	2.479140583
3133	2.479130239
3134	2.479020275
3135	2.479007909
3136	2.478988943
3137	2.478944151
3138	2.478757118
3139	2.478754646
3140	2.478687509
3141	2.478501865
3142	2.478499936
3143	2.478452694
3144	2.478443449
3145	2.478272253
3146	2.478252147
3147	2.478236014
3148	2.478190051
3149	2.478129826
3150	2.47809405
3151	2.478026904
3152	2.477912576
3153	2.477816525
3154	2.477794811
3155	2.477701636
3156	2.477685191
3157	2.477645291
3158	2.477277532
3159	2.477200046
3160	2.47718901
3161	2.476994153
3162	2.476982043
3163	2.476938347
3164	2.476932827
3165	2.476929255
3166	2.476824454
3167	2.476706048
3168	2.476674809
3169	2.476645401
3170	2.476331048
3171	2.476301806
3172	2.476057521
3173	2.476049279
3174	2.475912368
3175	2.475840374
3176	2.475807206
3177	2.475669595
3178	2.475650721
3179	2.475573038
3180	2.475423207
3181	2.474976443
3182	2.474842585
3183	2.4747227
3184	2.474664996
3185	2.474645228
3186	2.474484545
3187	2.474373235
3188	2.474297395
3189	2.47403493
3190	2.473807478
3191	2.473610354
3192	2.473316393
3193	2.473284536
3194	2.473176453
3195	2.473073107
3196	2.473069481
3197	2.473068757
3198	2.472802239
3199	2.472751951
3200	2.472649742
3201	2.472519082
3202	2.472415101
3203	2.472361877
3204	2.472021383
3205	2.47200326
3206	2.471849144
3207	2.471803839
3208	2.471448973
3209	2.471411134
3210	2.471314487
3211	2.471262817
3212	2.470736662
3213	2.470708012
3214	2.470068618
3215	2.470019754
3216	2.470003097
3217	2.46998438
3218	2.469768303
